"id","eixo","data_avaliacao","tipo_entidade","entidade","componente","item","estagio","pontuacao","comentario"
"4302","Políticas públicas","2025-08-28","Estado","Minas Gerais","P1","C","Estágio intermediário","0.666","A classificação de Minas Gerais como 'intermediário' no item P1-C está de acordo com os critérios do Manual do Painel ClimaBrasil. Este item avalia a transparência na divulgação de ações e resultados de mitigação, com base em quatro atributos: (1) dados públicos disponíveis; (2) linguagem acessível e organização clara; (3) formato reutilizável; e (4) atualização regular. O Estado mantém páginas ativas nos sites da FEAM e da SEMAD com acesso ao PLAC-MG, inventários de emissões, diretrizes setoriais e dados climáticos. A adoção do SEEG como plataforma oficial reforça o compromisso com a transparência e atualização contínua. Os arquivos estão disponíveis em PDF, alguns em CSV e visualização web, com linguagem acessível e estrutura coerente. Os dados foram atualizados até 2023/2024 e estão disponíveis nos links (links relacionados nas evidências abaixo) indicados na resposta do Estado de Minas Gerais à equipe de auditores do TCE/MG. Entretanto, o site do MRV Climático, plataforma digital em desenvolvimento, cujo objetivo é monitorar as ações do PLAC/MG e apresentar os resultados publicamente, está em desenvolvimento. Ademais, há insuficiência de informações sobre as ações do PLAC/MG previstas nos instrumentos de planejamento e orçamento do Estado (LOA, LDO e PPAG). Desta forma, embora o Estado de Minas gerais esteja desenvolvendo ações para melhorar a transparência nesse quesito, a classificação atual mais adequada é no estágio intermediário."
"4303","Políticas públicas","2025-08-28","Estado","Minas Gerais","P2","A","Estágio avançado","1","A classificação ""Avançado"" para o item P2-A é adequada diante dos critérios estabelecidos no Manual do Painel ClimaBrasil. O Estado de Minas Gerais apresenta o PLAC-MG como plano estruturante para a adaptação às mudanças climáticas, com eixos específicos voltados à resiliência e infraestrutura. O plano contém metas de longo prazo, abordando setores vulneráveis como saúde, saneamento, recursos hídricos e habitação, além de estar ancorado em diagnósticos técnicos como o IMVC, que orienta a priorização territorial. A articulação com o SIMGE evidencia a integração com políticas públicas de gestão de riscos. O plano está publicado em site oficial e foi elaborado de forma participativa, demonstrando legitimidade institucional. Portanto, o Governo do Estado de Minas Gerais atende aos atributos para a classificação no estágio avançado: conteúdo dedicado à adaptação, metas e prazos, diagnóstico técnico, integração com outras políticas e formalização oficial. Todos esses pontos estão atendidos, legitimando a classificação no estágio avançado."
"4291","Políticas públicas","2025-08-28","Estado","Minas Gerais","P2","B","Estágio inicial","0.333","Apesar de o PLAC-MG indicar que metas e ações de adaptação são monitoradas pelas instâncias de governança e citar a FEAM e a SEMAD como responsáveis por essa atividade, não foi localizada evidência clara de que o monitoramento seja sistemático, com frequência anual mínima, e que seus resultados sejam utilizados para ajustes efetivos no plano. O manual do Painel ClimaBrasil é explícito quanto à necessidade de frequência, indicadores claros e uso dos resultados para readequação da estratégia (p. 51). O PLAC menciona que suas metas serão monitoradas de forma contínua, mas a periodicidade de sua divulgação será em prazo não superior a 5 (cinco) anos e inferior a 2 (dois). Por meio do MRV Climático, é possível verificar a atualização contínua das Metas do PLAC, mas essa ferramenta ainda está funcionando parcialmente.  O IMVC e outros instrumentos utilizados são mais voltados à vulnerabilidade e não ao monitoramento de ações de adaptação em si. Assim, não se encontraram relatórios regulares relacionados a metas de adaptação, muito embora isso seja possível quando o MRV Climático estiver em pleno funcionamento. Ressalta-se que o PLAC/MG foi publicado em 2023 e está em fase de implementação. Considerando os critérios do Manual, a insuficiência de avaliação contínua, uso dos dados monitorados para melhoria do plano e comprovação de sua frequência, o Estado foi classificado no estágio inicial."
"4292","Políticas públicas","2025-08-28","Estado","Minas Gerais","P2","C","Estágio intermediário","0.666","Minas Gerais avançou na divulgação de informações sobre ações de adaptação climática, especialmente por meio de ferramentas como o Índice Mineiro de Vulnerabilidade Climática (IMVC) e a plataforma IDE-SISEMA, que disponibilizam dados georreferenciados sobre riscos climáticos, eventos extremos, uso do solo e fragilidade ambiental. Esses dados subsidiam o planejamento territorial e a priorização de ações adaptativas em municípios vulneráveis. O Estado também opera o SIMGE, sistema que integra dados climáticos e ações de resposta a desastres, reforçando a capacidade de adaptação preventiva. Além disso, possui o MRV Climático (em desenvolvimento), plataforma digital que acompanha metas do PLAC-MG, incluindo indicadores relacionados à adaptação, como número de municípios com planos de contingência e eventos climáticos registrados. Apesar desses avanços, a divulgação de resultados da estratégia de adaptação apresenta potencial de melhorias. Não há relatórios consolidados com linguagem acessível que demonstrem, por exemplo, os impactos das ações em populações vulneráveis, nem informações sobre os recursos financeiros aplicados. A plena implementação do MRV Climático e a integração do PLAC/MG com os instrumentos de orçamento do Estado podem suprir essa lacuna. Desta forma, embora o Estado de Minas gerais apresente um arcabouço de transparência robusto e em desenvolvimento, seu estágio atual foi classificado como intermediário."
"4467","Políticas públicas","2025-08-28","Estado","Minas Gerais","P3","A","Estágio intermediário","0.666","A classificação do item P3-A como ""Estágio Intermediário"" é a mais coerente com os critérios do Manual do Painel ClimaBrasil. O Estado de Minas Gerais, por meio do PLAC/MG, estabelece diretrizes estratégicas com potencial de conexão com instrumentos territoriais, como densificação urbana, uso sustentável do solo e zonas de contenção à expansão urbana. Além disso, o estado possui o ZEE-MG, integrado ao IDE-Sisema, mas que não leva em consideração a necessidade de redução de emissões de GEE.  No entanto, conforme resposta do Estado a questionário realizado pela equipe de Auditores do TCE/MG, a integração das ações de mitigação ao planejamento territorial ainda é incipiente e depende de avanços regulatórios e normativos. Outrossim, não foi identificado monitoramento contínuo de ações sobre esse quesito."
"4469","Políticas públicas","2025-08-28","Estado","Minas Gerais","P3","B","Estágio intermediário","0.666","O estágio alcançado pelo Estado de Minas Gerais neste item foi o intermediário. O PLAC-MG define o transporte como setor estratégico para mitigação, com metas de eletrificação de frotas, estímulo ao transporte público e não motorizado, e reorganização da malha de mobilidade urbana. Dentre essas ações, está prevista a implementação do Plano de Mobilidade Urbana da RMBH que, por sua vez, irá incorporar a eficiência energética e sustentabilidade nas suas ações. Há também o Plano de Descarbonização do Estado, que propõe diversas ações no setor de transportes para redução dos gases de efeito estufa (GEE).  No entanto, tanto a implementação das ações quanto seu respectivo monitoramento estão em desenvolvimento (o PLAC foi publicado em 2023). O sistema MRV Climático, principal responsável pelo monitoramento das ações do PLAC/MG,  está em fase de desenvolvimento, e, em parte significativa delas, o monitoramento não foi iniciado ou ainda está em desenvolvimento. Para mais, não há relatórios públicos regulares que comprovem a mensuração dos impactos das ações do PLAC/MG de transporte sobre a emissão de GEE. Portanto, a classificação do Estado neste item, atualmente, é o estágio intermediário."
"4494","Políticas públicas","2025-08-28","Estado","Minas Gerais","P3","C","Estágio intermediário","0.666","O Estado de Minas Gerais possui uma estratégia elaborada da gestão de resíduos. As ações previstas no PLAC/MG, aliada às ações previstas no Plano Estadual de Resíduos Sólidos, trazem iniciativas específicas como compostagem, biodigestão, logística reversa, fechamento de lixões e aproveitamento energético do biogás. Essas ações estão diretamente relacionadas à redução das emissões de GEE, especialmente metano. Em relação ao monitoramento dessas metas estabelecidas no PLAC, elas são monitoradas pelo sistema MRV Climático, com metas e indicadores públicos setoriais para resíduos. Entretanto, embora a plataforma MRV Climático já esteja monitorando algumas ações específicas relacionadas a resíduos, a maior parte delas ainda está desenvolvimento e não estão sendo monitoradas. Desta forma, como o MRV Climático ainda está em fase inicial de implementação em relação ao monitoramento dessas ações, a classificação do Estado neste item alcançou o estágio intermediário."
"4473","Políticas públicas","2025-08-28","Estado","Minas Gerais","P3","D","Estágio intermediário","0.666","O setor de energia é tratado com prioridade no PLAC-MG, documento estruturante da política climática estadual. O plano estabelece metas concretas de descarbonização até 2050 e prioriza a substituição de combustíveis fósseis por fontes renováveis, como solar, eólica e biomassa. Entre as ações específicas estão o incentivo à geração distribuída renovável, programas de eficiência energética em prédios públicos e a eletrificação de frotas. As metas são desdobradas por setor, com prazos definidos e detalhamento técnico. Ademais, há atuação de outros atores na promoção da transição energética sustentável como: BDMG, Cemig e Comitê Intragovernamental de Energia e Mudança do Clima (CIMC). O Estado também dispõe de mecanismos de monitoramento via painéis de indicadores e integração com o sistema MRV Climático, que mensura, relata e verifica o desempenho setorial. Entretanto, esse mecanismo de Monitoramento, ainda se encontra em desenvolvimento. Das 14 ações do setor energia, 5 estão sendo monitoradas e 9 estão em desenvolvimento. Assim, Minas Gerais, em face do monitoramento em desenvolvimento das ações do PLAC/MG, atualmente está classificado no estágio intermediário."
"4601","Políticas públicas","2025-08-28","Estado","Minas Gerais","P4","A","Estágio avançado","1","A classificação de ""estágio avançado"" é justificada com base no atendimento aos critérios estabelecidos pelo Manual do Painel ClimaBrasil. O principal documento evidenciado, o Plano Mineiro de Segurança Hídrica (PMSH), incorpora projeções de cenários climáticos e avaliação sistemática de vulnerabilidades hídricas, com base em tendências de precipitação, temperatura e eventos extremos. O plano apresenta detalhamento regionalizado por bacia hidrográfica, com identificação de áreas críticas e definição de estratégias adaptativas. O PLAC/MG incorpora diversas ações sobre recursos hídricos, inclusive uma ação para monitorar a implementação do PMSH (com o indicador ""Percentual de ações do Plano Mineiro de Segurança Hídrica executadas""). Entretanto, o MRV Climático, ferramenta responsável por monitorar as ações do PLAC/MG, ainda está em desenvolvimento, com o monitoramento efetivo de 2 ações das 7 previstas. Para mais, não foram encontradas evidências de um monitoramento das ações específicas previstas no PMSH, embora o MRV Climático, quando implementado na sua totalidade, possa cumprir essa função. Ressalta-se que o Estado de Minas Gerais possui o SIMGE, sistema que faz, diariamente, a vigilância e a previsão do tempo e do comportamento hídrico, com detalhamento na escala regional, fornecendo produtos personalizados às atividades de preservação ambiental, socioeconômicas e de defesa da população."
"4602","Políticas públicas","2025-08-28","Estado","Minas Gerais","P4","B","Estágio avançado","1","A classificação de ""estágio avançado"" atribuída ao item P4-B é coerente com os critérios estabelecidos no Manual de Aplicação do Painel ClimaBrasil. O Estado possui planejamento e gestão da saúde pública voltados à resiliência climática, como demonstrado no PLAC-MG (2023), que traz diagnóstico de vulnerabilidades, projeções climáticas e estratégias específicas para doenças sensíveis ao clima, como arboviroses, estresse térmico e doenças respiratórias. O plano apresenta metas concretas, como a expansão do Programa Permanente de Dengue e a articulação com as Regionais de Saúde. Ademais, há ações educativas previstas no Programa de Educação Ambiental, que inclui capacitação de profissionais da saúde e campanhas informativas com interface climática. Há evidências de implementação no MRV Climático, sistema que monitora as ações do PLAC/MG; das 10 ações previstas para o setor sáude, 4 ações estão em monitoramento e 6 em desenvolvimento (construção dos indicadores). Além disso, o Estado possui o programa VIGIDESASTRES, vinculado à SES-MG e operacionalizado como vigilância de desastres climáticos com impacto em saúde. Por fim, planos de contingência da Defesa Civil integram a Secretaria de Saúde como órgão de apoio direto na resposta a eventos extremos. Nesse contexto, apesar da possibilidade de aprimorar o monitoramento, diante das exigências do Manual do Painel ClimaBrasil para este item, o Estado alcançou o estágio avançado."
"4610","Políticas públicas","2025-08-28","Estado","Minas Gerais","P4","C","Estágio avançado","1","A classificação no ""estágio intermediário"" atribuída ao item P4-C é justificada com base nos critérios do Manual do Painel ClimaBrasil, considerando a escolha do setor agropecuário e de segurança alimentar como área estratégica para avaliação. O Estado de Minas Gerais apresenta planejamento e gestão que abordam a adaptação climática, conforme demonstrado no PLAC-MG (2023), que realiza diagnóstico específico para o setor agropecuário e segurança alimentar, considerando projeções de aumento da temperatura, mudanças no regime de chuvas, estiagens prolongadas e seus efeitos sobre a produção. O plano prevê medidas como a adoção de práticas sustentáveis (plantio direto, integração lavoura-pecuária-floresta, recuperação de pastagens) e diversificação de culturas. Há sistemas de monitoramento em operação por meio do IDE-SISEMA e de plataformas integradas de órgãos como IGAM e EMATER, que possibilitam o acompanhamento contínuo dos riscos climáticos, porém, esse sistema não constitui um ""sistema de monitoramento das projeções de cenários climáticos futuros em operação"", conforme exigido pelo Atributo 2 do Manual do Painel ClimaBrasil. As evidências de implementação parcial das ações do PLAC/MG podem ser verificadas na plataforma MRV Climático, que monitora as ações do PLAC/MG nos setores Agropecuário e Segurança Alimentar. Assim, em razão da ausência de sistema de monitoramento das projeções de cenários climáticos futuros, o Estado alcançou o estágio intermediário."
"4681","Políticas públicas","2025-08-28","Estado","Minas Gerais","P4","D","Estágio avançado","1","O Plano Estadual de Ação Climática (PLAC/MG) dedica um eixo específico ao setor de energia, com ênfase na geração descentralizada e no uso de fontes renováveis, sobretudo a energia solar. São 14 ações previstas para o setor, das quais 5 já estão em monitoramento ativo por meio do sistema MRV Climático, responsável pelo acompanhamento das metas do plano. Adicionalmente, a Companhia Energética de Minas Gerais (CEMIG) elaborou o Plano de Adaptação às Mudanças Climáticas (2024/2025), que inclui mapeamento dos riscos climáticos e projeções baseadas em dados do INMET, ANA, ONS e Cemig GT. A CEMIG adota tecnologias modernas de monitoramento, como gêmeos digitais (permite o monitoramento das projeções de cenários climáticos futuros) e alertas meteorológicos, e possui diversas ações em andamento para adaptação. No entanto, não há comprovação de um monitoramento específico e sistemático das ações previstas nesse plano de adaptação. Ainda assim, há evidências concretas da implementação e monitoramento de parte das ações do PLAC/MG (via MRV Climático) e de investimentos substanciais da CEMIG, incluindo mais de R$ 4 bilhões em manutenção preventiva, modernização de subestações, automação e reforço da rede elétrica para enfrentar eventos climáticos. Assim, mesmo com falhas o monitoramento e na coordenação entre o PLAC/MG e o plano da CEMIG, o conjunto robusto das ações nesse setor justifica a classificação no estágio avançado."
"4702","Políticas públicas","2025-08-28","Estado","Minas Gerais","P5","A","Estágio avançado","1","Em primeiro lugar, o Estado de Minas Gerais integra a perspectiva das mudanças do clima em seus instrumentos oficiais, como o PLAC-MG e o Índice Mineiro de Vulnerabilidade Climática (IMVC), que consideram projeções de cenários futuros, como alterações em padrões de chuva, seca e temperatura (PLAC-MG). Segundo, há detalhamento técnico por área de risco: o IMVC classifica os municípios segundo sua vulnerabilidade social, ambiental e econômica, permitindo a identificação territorial de ameaças e grupos em risco. Em terceiro, há integração com sistemas de monitoramento e alerta, como o S2iD, o SIMGE, o CEMADEN e o INMET, articulando o Estado a uma rede nacional de resposta a desastres. Por fim, os instrumentos utilizados são recentes: o PLAC-MG foi publicado em 2023; e os sistemas de monitoramento fornecem dados atuais. Entretanto, o Estado de Minas Gerais não possui um Plano Estadual de Defesa Civil (PEPDEC). Ainda que o PLAC/MG supra parte significativa das funções esperadas de um PEPDEC, do ponto de vista legal e da governança federativa da política de defesa civil, a ausência de um PEPDEC formal e publicado é uma lacuna que pode comprometer articulações, financiamentos e clareza normativa. Ressalta-se que o PL 624/2019, institui diretrizes para elaboração do PEPDEC para desastres hídricos. Entretanto, embora Minas Gerais não tenha um PEPDEC aprovado, evidenciou possuir um planejamento e mapeamento de riscos robusto, o que permite sua classificação  no estágio avançado."
"4703","Políticas públicas","2025-08-28","Estado","Minas Gerais","P5","B","Estágio avançado","1","Minas Gerais foi classificada como 'avançado' no item P5-B do Painel ClimaBrasil, que avalia as ações de prevenção, preparação e resposta a desastres climáticos. Essa classificação se justifica porque o Estado cumpre os critérios exigidos. Primeiro, o Plano Estadual de Ação Climática (PLAC-MG) apresenta soluções baseadas na natureza, como reflorestamento, gestão de encostas e recuperação de áreas degradadas, que ajudam a reduzir os danos de desastres. Segundo, o Estado utiliza sistemas de alerta integrados como o S2iD, INMET e CEMADEN, que permitem monitorar chuvas, deslizamentos e enviar alertas à população. Terceiro, há previsão de capacitação no PLAC/MG para prevenção de desastres, bem como evidências de capacitação contínua pela Defesa Civil (promove cursos e simulados para preparar os municípios e a população). Desta forma, o Estado de Minas Gerais pode ser classificada no estágio avançado."
"4704","Políticas públicas","2025-08-28","Estado","Minas Gerais","P5","C","Estágio avançado","1","Em Minas Gerais, os planos estaduais de defesa civil contemplam a avaliação das necessidades pós-desastre com enfoque nos impactos climáticos, incorporando metodologias para uma reconstrução resiliente. O SIMGE, plataforma estadual integrada, reúne dados e sistemas para monitoramento, alerta e gestão de emergências relacionadas a desastres naturais e climáticos, facilitando a coordenação das ações de defesa civil e a alocação eficiente de recursos para resposta e recuperação. Além disso, existem fundos estaduais e parcerias que apoiam financeiramente ações voltadas à adaptação e à recuperação em contextos de eventos extremos, com destaque para o cadastro de Minas Gerais no S2iD. O Plac-MG contempla de forma detalhada a recuperação pós-desastres, integrando ações de resposta, restabelecimento e reconstrução sustentável com atuação coordenada da Defesa Civil e apoio técnico a municípios. Nesse contexto, o Estado de Minas Gerais foi classificado como ""Avançado"" neste item, conforme os critérios do Manual do Painel ClimaBrasil."
